tenor_wk,4.0,4.0,4.0,4.0,4.0,4.0,4.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,1560.0,1560.0,1560.0,1560.0,1560.0,1560.0,1560.0
metric,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb,fwd,fwd_factor,pr_s,pr_t,spot,val,zcb
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-18,,,1.0,,,,,,,,0.9807517343325807,0.07774370208105147,,0.07774370208105147,0.07989047097480921,0.9938734236322864,0.9674175127542658,0.9614905554829132,0.07854107338444688,1.0071175091849642,0.07854107338444688,0.07825739320920048,0.9939982832123272,0.9301386643535787,0.9245562355168643,0.07844140197152245,1.0089500850773747,0.07844140197152245,0.08119319189611188,0.9937738332606111,1.0063079853528967,1.000042544044911,0.08103285870755751,1.0062607324522632,0.07945585183286588,0.08297741945219408,0.9936374488771768,1.0066931028528938,1.0002879665209987,0.08212924424972617,1.006374812739551,0.08049884616119812,0.08290262913833854,0.9936431653902867,1.0074600497503565,1.0010557928382,0.08312595837897042,1.006277290215812,0.08138424986595869,0.08528942448880057,0.993460749606753,1.0087054216433624,1.0021092443182107,0.08442168674698795,1.0063116344255818,0.08272192865348584,0.0827147443902996,0.9936575262937378,1.0104346509626523,1.0040259957570254,0.08472070098576122,1.0057030907822893,0.0827285090667089,,,,,,,,,,,,0.08521905805038336,,
1990-08-15,,,1.0,,,,,,,,0.9809961470602409,0.07674698795180723,,0.07674698795180723,0.07755202628696681,0.9940522180224409,0.9679668282672611,0.9622095726112181,0.07704600219058051,1.0067356592817442,0.07704600219058051,0.07562760131434919,0.9941993811386827,0.93171329283874,0.9263087791389596,0.07654764512595838,1.0077410730109615,0.07654764512595838,0.07945384047936226,0.9939068053809845,1.0061705428320216,1.0000397498946256,0.07913910186199344,1.0061277380883462,0.07763464763453329,0.08217981650766651,0.9936984144516329,1.0066129658543876,1.0002697081359606,0.08053450164293538,1.0063231784696833,0.0789963110580545,0.08569803147306752,0.9934295243281824,1.0075920278445594,1.0009716689384893,0.083026286966046,1.006529341374498,0.08153994714072253,0.08803258065099169,0.9932511395705579,1.0086584445650262,1.0018511495016786,0.08511938663745892,1.0065354154588917,0.08381913537769344,0.08572965413792095,0.9934271078012059,1.0099147719627082,1.0032767110366276,0.08611610076670319,1.0058651630839923,0.08473754198057737,,,,,,,,,,,,0.08731215772179628,,
1990-09-12,,,1.0,,,,,,,,0.9812161705927467,0.07584994523548741,,0.07584994523548741,0.07826506024096445,0.9939976969804685,0.9681646581983454,0.9623534405470378,0.07674698795180723,1.0061889693852937,0.07674698795180723,0.07816538882803889,0.9940053180215994,0.9312452380555033,0.9256627190094606,0.07724534501642935,1.0053291721159463,0.07724534501642935,0.0812402389395051,0.9937702367962992,1.006309714286753,1.0000406430571627,0.08023548740416211,1.00626971517161,0.0787162139677053,0.08570810241821585,0.9934287547304614,1.0068931952574147,1.0002766531111489,0.08232858707557503,1.006621701194768,0.08079956482137261,0.085753962806555,0.9934252501959907,1.007621138774793,1.000996281890118,0.08422234392113909,1.0066430150249461,0.0826488448711325,0.09126677046904662,0.9930040654810539,1.008972568003887,1.001913861986719,0.08691347207009859,1.0071082600501586,0.0856671713950109,0.08753471349850629,0.9932891793079324,1.0100799383429715,1.003301472992097,0.08791018619934282,1.006781007902909,0.08656099540142156,,,,,,,,,,,,0.08930558598028478,,
1990-10-10,,,1.0,,,,,,,,0.9816319052488147,0.07415553121577219,,0.07415553121577219,0.07844906900328438,0.9939836275195827,0.9686609809763894,0.962833155707589,0.07575027382256297,1.0065542867761414,0.07575027382256297,0.07688499452354919,0.9941032242851463,0.9321749856036355,0.9266781587865339,0.07614895947426067,1.0070352477856552,0.07614895947426067,0.08164059519165213,0.993739632488518,1.0063392187901852,1.000039165439341,0.07963745892661556,1.0062983197500528,0.07816427394911638,0.08486014742882593,0.9934935555260735,1.0068175595678388,1.0002667570211365,0.08163088718510406,1.0065390973950514,0.08013848428872057,0.08832100148620942,0.9932291033286049,1.0077767346954696,1.0009531825570106,0.08462102957283679,1.006773704286442,0.08320965077579964,0.09246203834068516,0.9929127692277231,1.0089189509251089,1.0017685094893791,0.08751150054764512,1.0069917077746577,0.0864548948618593,0.08858281789074746,0.9932091001705949,1.0098062367997662,1.0029487437985505,0.0886078860898138,1.0064833591724631,0.08746791675752942,,,,,,,,,,,,0.09000328587075573,,
1990-11-07,,,1.0,,,,,,,,0.9819254710537088,0.07295947426067909,,0.07295947426067909,0.07591128148959404,0.9941776864019538,0.9692927466849686,0.9636492203454571,0.07405585980284775,1.0067089411484094,0.07405585980284775,0.07207009857612182,0.9944714850620593,0.9344339760860695,0.9292679438907583,0.07335815991237679,1.0083694832191703,0.07335815991237679,0.07798862118370478,0.9940188341118397,1.00605270295909,1.0000353348504596,0.07644797371303395,1.006013302006134,0.0750695698317557,0.08004472967122114,0.9938616303469696,1.0064182122385217,1.0002404452262597,0.07794304490690034,1.0061498147111323,0.07653559722168692,0.08595464545226508,0.9934099146830111,1.0074981901037732,1.0008586910742774,0.08133187294633078,1.0065387749005832,0.08007570443188221,0.08903928723884147,0.9931742262051348,1.0084511264126816,1.0015676671406117,0.08412267250821466,1.006670819515687,0.08319430725950987,0.0859946255506957,0.9934068595626189,1.0092122156898677,1.002558337820704,0.08541840087623222,1.0062450568187513,0.08450830419173312,,,,,,,,,,,,0.08681380065717416,,
1990-12-05,,,1.0,,,,,,,,0.9821457030204154,0.07206243154435926,,0.07206243154435926,0.07152573932091962,0.9945131282229261,0.9700287542071994,0.9647063308127898,0.07186308871851041,1.0066201826629977,0.07186308871851041,0.07271412924424839,0.994422219348943,0.9355986301629202,0.9303800662264421,0.07216210295728369,1.0068125520887505,0.07216210295728369,0.07447883147434173,0.9942872393485053,1.0057789704063707,1.0000331958801323,0.07435487404162103,1.0057434326125785,0.07302671283573503,0.07694623731444222,0.9940985410918782,1.0061635330721175,1.0002257003268418,0.07555093099671413,1.005921664010015,0.0741920366181334,0.08075040411959715,0.9938076823682981,1.0070522374880762,1.0008162501618338,0.07794304490690034,1.0061882326336706,0.07664548039227018,0.08542506882010857,0.9934503837132128,1.0081368350574504,1.001533925623248,0.0806341730558598,1.0065588857671426,0.07966095649241314,0.08069703322747575,0.9938117624076429,1.008868222427277,1.002625106167518,0.08133187294633078,1.006293782983531,0.08019103862948954,,,,,,,,,,,,0.08292661555312159,,
1991-01-02,,,1.0,,,,,,,,0.9835416529932529,0.06638116100766704,,0.06638116100766704,0.06825958378970555,0.9947630238103453,0.9721076853758316,0.9670167805737381,0.06707886089813801,1.007672132261023,0.06707886089813801,0.06736254107338431,0.9948316680959645,0.9398858959415541,0.9350282536794063,0.06717853231106244,1.010217146798584,0.06717853231106244,0.07327548259107515,0.9943792801036462,1.0056799238591785,1.0000272787017797,0.07056736035049288,1.0056465405371633,0.0694248262219839,0.07692666828849458,0.9941000375191695,1.0061232288379571,1.0001871395367212,0.07276013143483023,1.0058961977373588,0.07162418405990939,0.07972445341933744,0.9938861160545802,1.0068218106968079,1.0006662189924902,0.07565060240963856,1.0060006624932427,0.07460131694669213,0.08490620870950567,0.9934900354103471,1.0077763259619612,1.0012157377656583,0.07874041621029573,1.0062328396263047,0.07807919853819707,0.0791746631340807,0.9939281499381254,1.008101288046715,1.0019802481785127,0.0794381161007667,1.0054618439589345,0.07859880665495604,,,,,,,,,,,,0.08113253012048194,,
1991-01-30,,,1.0,,,,,,,,0.9842035847932087,0.06369003285870756,,0.06369003285870756,0.06744687842278227,0.9948252141579775,0.9730162510780328,0.9679811003578964,0.06508543263964951,1.0062041017537826,0.06508543263964951,0.06593647316538837,0.9949408046599939,0.9414703624267117,0.9367072799563686,0.06538444687842278,1.006889747686185,0.06538444687842278,0.07629537097659798,0.9941483135129827,1.0059117724543885,1.0000254921283855,0.07046768893756845,1.0058843332356373,0.06939996059002215,0.07867257161849742,0.9939665385941585,1.0062468176734873,1.0001756663343035,0.07315881708652792,1.0060585443435845,0.07210209948434904,0.08050720778814119,0.9938262741100857,1.0068412888198235,1.0006253266880019,0.07614895947426067,1.0061709586175005,0.07516342129948758,0.08375774252857238,0.9935778077263309,1.0076284793881394,1.0011572955530839,0.07874041621029573,1.0064049548769498,0.07802636734902738,0.08181088147119256,0.9937266156333988,1.0081889741409567,1.0018642171920011,0.08023548740416211,1.00619645544284,0.07963540648051805,,,,,,,,,,,,0.08202957283680176,,
1991-02-27,,,1.0,,,,,,,,0.9846451201333791,0.06189594742606791,,0.06189594742606791,0.06377437020810438,0.9951062926101564,0.9739540988640527,0.9691878524930732,0.06259364731653888,1.0061705734791184,0.06259364731653888,0.0648630887185109,0.9950229583581424,0.9432711006260214,0.9385764010786448,0.06339101861993429,1.0070073338919268,0.06339101861993429,0.07853325262465218,0.9939771908372432,1.0060828474472312,1.0000234024551335,0.06996933187294632,1.0060572009079025,0.06898395994198649,0.07681746471365267,0.9941083882679244,1.0060891129208853,1.000161626499687,0.0722617743702081,1.0059124079755457,0.07125292948752,0.0823020319401861,0.9936890725508134,1.006931496664479,1.0005768250427285,0.07614895947426067,1.006302229024474,0.07530367581490204,0.08277210206441692,0.993653142158442,1.0074345570782313,1.0010405131597828,0.07844140197152245,1.0062700052759237,0.07778536362482906,0.08030939265094768,0.9938413968313555,1.0079493306076213,1.001741770666308,0.07953778751369113,1.0060737905508546,0.07884815042173121,,,,,,,,,,,,0.08123220153340636,,
1991-03-27,,,1.0,,,,,,,,0.9851850434478274,0.05970317634173056,,0.05970317634173056,0.06211829134720609,0.9952330679538712,0.9748011481256647,0.9701543372940613,0.06060021905805039,1.0057917519479347,0.06060021905805039,0.06769222343921144,0.9948064393037201,0.9437585581039029,0.9388570907497567,0.06309200438116101,1.0055212948240575,0.06309200438116101,0.0805185402537645,0.993825407764149,1.0062358828747322,1.0000227866048992,0.07046768893756845,1.0062123350357066,0.06951487890836913,0.07947045632663402,0.9939055350276671,1.0062906997808085,1.00015789635901,0.07335815991237679,1.0061280828205454,0.07239680335298991,0.08372453614447328,0.9935803456623657,1.00702363074385,1.0005588871246451,0.07734501642935378,1.0064430891659382,0.07653566763416877,0.08401286394697624,0.9935583092269192,1.0074968189961484,1.0010068360333126,0.07963745892661556,1.006449594947947,0.0790069875493747,0.08092775190844953,0.9937941247996206,1.0079734782407557,1.0017181206295012,0.08053450164293538,1.0062208722416581,0.07978553593958909,,,,,,,,,,,,0.08232858707557503,,
1991-04-24,,,1.0,,,,,,,,0.985553342717515,0.05820810514786419,,0.05820810514786419,0.06223329682365737,0.9952242635887263,0.9752470928847763,0.9705895698332976,0.05970317634173056,1.0052494282558377,0.05970317634173056,0.06651150054764571,0.9948967965405036,0.9446138862331898,0.9397933293810762,0.06209529025191676,1.0061317058156698,0.06209529025191676,0.07911522522058652,0.9939326943343139,1.0061262295231839,1.0000217541504024,0.06927163198247537,1.0061033038447114,0.06834779802399804,0.07871659336955415,0.9939631727423558,1.0062252669695795,1.0001508588506072,0.0722617743702081,1.0060664127460845,0.07133810649509241,0.08506614468488775,0.9934778128087758,1.0070891381781641,1.0005207143007175,0.07704600219058051,1.0065266034189004,0.0763633990704771,0.08276586709813599,0.993653618727313,1.0073006699718243,1.00090795586395,0.079039430449069,1.006287503453475,0.07845496541392973,0.0817027490120412,0.993734881367981,1.0078258179414297,1.001511669631615,0.08033515881708654,1.0060972215498012,0.0797785439274033,,,,,,,,,,,,0.08192990142387734,,
1991-05-22,,,1.0,,,,,,,,0.9860691930159561,0.05611500547645126,,0.05611500547645126,0.06362869660460077,0.9951174434972108,0.9757407162958431,0.9709766071164566,0.05890580503833516,1.0053072345125553,0.05890580503833516,0.06571412924425035,0.9949578216547336,0.9453094110954398,0.9405429924532378,0.061297918948521365,1.0058694625104398,0.061297918948521365,0.07577073884801747,0.9941884344876095,1.0058665104605145,1.0000208513382536,0.0674775465498357,1.0058446291651701,0.06657026836241924,0.07811841843164222,0.9940089094760728,1.006172713952756,1.0001446421407596,0.07076670317634173,1.0060209467890369,0.06988550039478315,0.08781173734331374,0.9932680130113429,1.007252166796462,1.0004713583152915,0.07694633077765607,1.0067279491564043,0.0764648376235222,0.08388540384410412,0.9935680507396215,1.007212216762686,1.000733878890035,0.07923877327491785,1.0062985421005015,0.0788956792982886,0.08145943667795438,0.9937534806153776,1.007419271801458,1.0011264077917081,0.08033515881708654,1.005898685306399,0.07992313898353734,,,,,,,,,,,,0.08252792990142387,,
1991-06-19,,,1.0,,,,,,,,0.9857989520519835,0.05721139101861993,,0.05721139101861993,0.06472508214676978,0.9950335214686173,0.9752882186292902,0.9704444706295574,0.06000219058050383,1.0044404895867036,0.06000219058050383,0.06993099671412983,0.994635135126111,0.9435448471117579,0.9384828565045491,0.06349069003285872,1.0031916187591705,0.06349069003285872,0.07672396899538944,0.9941155378996184,1.0059422456843057,1.0000228166644036,0.06927163198247537,1.0059212708796301,0.06830167840578796,0.08437179353903348,0.993530877491876,1.0066705691031348,1.0001582938662836,0.07385651697699891,1.0065249831748404,0.07297524245333628,0.08899147559025258,0.9931778789270127,1.0073793477539355,1.0005068838771312,0.0794381161007667,1.0069047348344649,0.07886901251390244,0.08659506070168185,0.9933609778223803,1.0075105240229165,1.000821639309743,0.08183023001095291,1.0067716755431502,0.08142255729214294,0.08425257655434812,0.9935399887456078,1.0077868565082346,1.0012765420731629,0.083026286966046,1.0066529547764285,0.08257423457407095,,,,,,,,,,,,0.08492004381161009,,
1991-07-17,,,1.0,,,,,,,,0.9856761397346776,0.05770974808324206,,0.05770974808324206,0.06415005476451323,0.9950775356359781,0.9751964789644803,0.970396109048858,0.060101861993428256,1.0048967338974482,0.060101861993428256,0.06917962760131467,0.9946926243350844,0.943678410809964,0.938669954976925,0.06329134720700985,1.0055361206327904,0.06329134720700985,0.07677625040259413,0.9941115399261772,1.005946158262296,1.000022684472953,0.06917196056955094,1.0059232064500785,0.06820645196062305,0.08389985631916,0.9935669461619686,1.006633096994141,1.0001573720860335,0.07365717415115006,1.00647377836845,0.07277513778654818,0.08848227197509617,0.9932167819786408,1.0073399562184597,1.0005069496738035,0.07913910186199344,1.006829610521868,0.07855885546682378,0.08592215546084733,0.993412397446083,1.0074682947929567,1.0008314940811882,0.0814315443592552,1.006641198813205,0.08099239682217056,0.08413715592371684,0.993548809939541,1.007802124478299,1.0013006014299553,0.08272727272727273,1.0065172628449128,0.08228767001266644,,,,,,,,,,,,0.08462102957283679,,
1991-08-14,,,1.0,,,,,,,,0.986511565308942,0.05432092004381161,,0.05432092004381161,0.05834611171960491,0.9955218943100062,0.9768522826721661,0.9724778349068484,0.055815991237677984,1.0066531322241554,0.055815991237677984,0.058652792990143116,0.9954984093624535,0.9490432073518692,0.944771003335027,0.056812705366922234,1.011051011401765,0.056812705366922234,0.07293359393534138,0.9944054317548632,1.0056431288103098,1.0000169896959277,0.06349069003285872,1.0056203168434314,0.06270995717000573,0.07600781718845549,0.9941703038418455,1.0059828973883898,1.0001183227563155,0.06727820372398685,1.0058246086715392,0.06654751002164337,0.08451419689055022,0.9935199943109615,1.0068973558211733,1.0003726552271743,0.0734578313253012,1.0063871681745473,0.0731075369549273,0.08268312370087286,0.9936599432302184,1.0069121086551682,1.000528228724114,0.07634830230010953,1.006075562779489,0.07626294945815139,0.08033817596357289,0.9938391963685896,1.006782130408462,1.0005795434034026,0.07794304490690034,1.0054744089543926,0.07796494232597859,,,,,,,,,,,,0.08053450164293538,,
1991-09-11,,,1.0,,,,,,,,0.9865853133165562,0.05402190580503834,,0.05402190580503834,0.056168674698795995,0.9956886533697218,0.9771755393571062,0.9729625968883087,0.054819277108433734,1.0048306545215067,0.054819277108433734,0.05793975903614522,0.9955530127189052,0.9498428224682288,0.9456188835176734,0.05591566265060242,1.0053683052457139,0.05591566265060242,0.07073277343054776,0.9945737927644969,1.0054720608540944,1.0000161610823917,0.06209529025191676,1.005454978479741,0.06133724403823548,0.07358211154368026,0.994355826112777,1.0057894299946162,1.0001125795577956,0.06558378970427163,1.0056704362966484,0.06486743491050631,0.08318084682318944,0.9936219003023736,1.0067760220591688,1.0003547042172958,0.07186308871851041,1.0064009814727897,0.07154102311418753,0.08327365193012337,0.9936148070056381,1.0068969223464967,1.0004676911718853,0.07535158817086528,1.0063653312715666,0.07542301875002763,0.08004873403963218,0.9938613242094693,1.0065118901814867,1.0003332400083482,0.07714567360350494,1.0059289107169886,0.07738653017080367,,,,,,,,,,,,0.07993647316538882,,
1991-10-09,,,1.0,,,,,,,,0.9872246936989841,0.051430449069003285,,0.051430449069003285,0.054650602409637886,0.9958049314936365,0.978133260040927,0.9740299240067026,0.05262650602409638,1.0053143493585006,0.05262650602409638,0.05489594742606768,0.9957861381496484,0.9519896537677266,0.9479781008837854,0.05342387732749179,1.0067371436432764,0.05342387732749179,0.06711327661026043,0.9948507433697362,1.0051901388688884,1.000014156881642,0.059105147864184006,1.0051738941707669,0.05841036208893525,0.06897594465418766,0.9947082092206532,1.0054191750967518,1.0000987071765963,0.06209529025191676,1.005305998192026,0.06142782885252925,0.08024141960986923,0.9938465933389481,1.0065043485184806,1.0003109179559293,0.06847426067907997,1.00614746376986,0.06821074945465141,0.08084545364326169,0.9938004161681828,1.0066223977918693,1.0003817578497738,0.07216210295728369,1.006151829463653,0.07232401278754012,0.07997872925630636,0.9938666761505452,1.0061963781477226,1.0000250499043941,0.07485323110624315,1.0058611849580499,0.07550098234520594,,,,,,,,,,,,0.07884008762322016,,
