date,mean,std,low_thresh,high_thresh,fwd,signal
1990-01-03,,,,,,0
1990-01-31,,,,,0.07689049132038604,0
1990-02-28,,,,,0.08127178905714744,0
1990-03-28,,,,,0.08166218251704203,0
1990-04-25,,,,,0.0833244919231492,0
1990-05-23,,,,,0.08833218314103593,0
1990-06-20,,,,,0.08385379423141587,0
1990-07-18,,,,,0.0831804155163004,0
1990-08-15,,,,,0.08137914726657763,0
1990-09-12,,,,,0.08116848309836104,0
1990-10-10,,,,,0.08320915135093654,0
1990-11-07,,,,,0.0833553811461948,0
1990-12-05,,,,,0.07935649123320264,0
1991-01-02,0.08182981477137273,0.003047164314338519,0.0810680236927881,0.08259160584995737,0.07680359022609586,1
1991-01-30,0.08165910166419471,0.003389840402248797,0.0808116415636325,0.08250656176475692,0.07467122092707205,1
1991-02-27,0.08117963718728663,0.0038577058033544597,0.08021521073644801,0.08214406363812525,0.07503875085734227,1
1991-03-27,0.08064107405449748,0.0042531719362691595,0.07957778107043019,0.08170436703856478,0.0746608617907832,1
1991-04-24,0.08015168277605829,0.0042845845855759585,0.0790805366296643,0.08122282892245228,0.07696240530343954,1
1991-05-22,0.07926187993449367,0.0035887555379784993,0.07836469104999905,0.0801590688189883,0.07676474620069583,1
1991-06-19,0.07875118512231312,0.0033449525721225564,0.07791494697928247,0.07958742326534377,0.07721476167306873,1
1991-07-17,0.07859100612986476,0.0031599158956423074,0.07780102715595419,0.07938098510377534,0.0810980886144719,-1
1991-08-14,0.07852496290155292,0.0031052866772679055,0.07774864123223595,0.07930128457086989,0.08052058529852357,-1
1991-09-11,0.07790110028037511,0.0033360474079266295,0.07706708842839345,0.07873511213235677,0.07305826902304956,1
1991-10-09,0.07700559421243167,0.0033548920940347587,0.07616687118892297,0.07784431723594036,0.07156757246767159,1
1991-11-06,0.07582731647529165,0.0036184397985858673,0.07492270652564517,0.07673192642493812,0.0680377705633748,1
1991-12-04,0.07485172252115489,0.004243391276586661,0.07379087470200822,0.07591257034030156,0.06667376982942473,1
1992-01-01,0.073770142160922,0.005351628225388185,0.07243223510457494,0.07510804921726905,0.06274304554306817,1
1992-01-29,0.07258942554286053,0.006667680260427072,0.07092250547775376,0.0742563456079673,0.05932190489227299,1
1992-02-26,0.07176373471072288,0.006995646821549112,0.0700148230053356,0.07351264641611016,0.0643047700395528,1
1992-03-25,0.0711482843920115,0.007071064569822997,0.06938051824955575,0.07291605053446724,0.0666600076475352,1
1992-04-22,0.07060051153714203,0.0068556715427496116,0.06888659365145462,0.07231442942282944,0.06984135819013657,0
1992-05-20,0.0700872095498463,0.006600748311448551,0.06843702247198416,0.07173739662770845,0.07009182036585143,0
1992-06-17,0.06923740656687011,0.006311457207248697,0.06765954226505794,0.07081527086868228,0.06616732289437814,1
1992-07-15,0.0680433413271274,0.00526160854106025,0.06672793919186235,0.06935874346239246,0.06557524049781673,1
1992-08-12,0.06640999795336774,0.004267342316678573,0.0653431623741981,0.06747683353253739,0.05928712143964796,1
1992-09-09,0.06514018713144469,0.0045695255105517845,0.06399780575380674,0.06628256850908264,0.056550728338049895,1
1992-10-07,0.0637758010256701,0.005106883897724152,0.06249908005123906,0.06505252200010114,0.053830553092601895,1
1992-11-04,0.06283050617903906,0.005382167624261136,0.06148496427297377,0.06417604808510434,0.055748937557171196,1
1992-12-02,0.06238305871204729,0.005276790830140293,0.061063861004512214,0.06370225641958235,0.0608569527585317,1
1992-12-30,0.062437656436060425,0.005284492216006572,0.06111653338205878,0.06375877949006206,0.06345281595523906,0
1993-01-27,0.0625152707156948,0.005242157149732845,0.0612047314282616,0.06382581000312802,0.06033089052751991,1
1993-02-24,0.062073941292448594,0.005319877752396848,0.060743971854349384,0.06340391073054781,0.0585674875373521,1
1993-03-24,0.06104196019610864,0.005647269034488948,0.059630142937486405,0.06245377745473088,0.0532442533951158,1
1993-04-21,0.0597843803806742,0.005336199360806513,0.05845033054047257,0.061118430220875826,0.05349282058948881,1
1993-05-19,0.05840000749352414,0.004740513377861437,0.05721487914905878,0.0595851358379895,0.05209497283290066,1
1993-06-16,0.0574537355846108,0.0042647485795629875,0.056387548439720055,0.05851992272950155,0.05386578807850476,1
1993-07-14,0.05649137107054595,0.003646043579905072,0.05557986017556968,0.05740288196552222,0.053064501814973596,1
1993-08-11,0.05584233094238569,0.0038520630677642896,0.05487931517544462,0.056805346709326764,0.05084959977356457,1
1993-09-08,0.05555034043582399,0.003936824222281192,0.05456613438025369,0.05653454649139429,0.0527548517527478,1
1993-10-06,0.05505216266230041,0.004536656493901497,0.053917998538825035,0.056186326785775786,0.0473542420367954,1
1993-11-03,0.05445926383545701,0.00492504238735284,0.0532280032386188,0.05569052443229522,0.048041252808207,1
1993-12-01,0.05371322528616099,0.00459893096478023,0.05256349254496593,0.054862958027356044,0.0511584516176834,1
1993-12-29,0.05288713585863381,0.0035481215820942036,0.05200010546311026,0.05377416625415736,0.05271365339738584,0
1994-01-26,0.05229364311241867,0.002756133682820271,0.051604609691713606,0.05298267653312374,0.05261548482672293,0
1994-02-23,0.051828481284158956,0.002021399683064713,0.051323131363392775,0.05233383120492514,0.052520383769975774,-1
1994-03-23,0.0521346190632536,0.002498699790640761,0.051509944115593405,0.05275929401091379,0.05722404452334623,-1
1994-04-20,0.052728745815311506,0.003546928922011881,0.051842013584808534,0.05361547804581448,0.061216468366241596,-1
1994-05-18,0.05402546798300281,0.0057148427382640666,0.0525967572984368,0.055454178667568826,0.06895236101288764,-1
1994-06-15,0.05513089576070981,0.006939927712249904,0.05339591383264733,0.056865877688772284,0.0682363491886958,-1
1994-07-13,0.05634961725084003,0.007874948869604003,0.05438088003343903,0.058318354468241025,0.06890788118666646,-1
1994-08-10,0.05798643851109132,0.008794242108304323,0.055787877984015244,0.0601849990381674,0.0721282761568314,-1
1994-09-07,0.05943404863832096,0.009390013739654347,0.05708654520340738,0.06178155207323455,0.0715737834067331,-1
1994-10-05,0.06127658620129259,0.0091696270925877,0.05898417942814566,0.0635689929744395,0.07130723035542659,-1
1994-11-02,0.06341946762180531,0.009073413514566317,0.06115111424316373,0.06568782100044689,0.07589871127487217,-1
1994-11-30,0.06546821533647053,0.009081108298513042,0.06319793826184227,0.06773849241109879,0.07779217190833136,-1
1994-12-28,0.06761231073877608,0.009109203367715663,0.06533500989684717,0.06988961158070499,0.08058689362735787,-1
1995-01-25,0.0697368211927336,0.008521835928993,0.06760636221048534,0.07186728017498185,0.08023412072817084,-1
1995-02-22,0.07172503431330803,0.007060148106911626,0.06995999728658012,0.07349007134003593,0.07836715433744328,-1
1995-03-22,0.07287321104978618,0.005559619663884688,0.07148330613381501,0.07426311596575735,0.07215034209756223,0
1995-04-19,0.07358636511542063,0.004416945596740948,0.0724821287162354,0.07469060151460587,0.07048747121948949,1
1995-05-17,0.07352356030790363,0.004493469476390228,0.07240019293880608,0.07464692767700119,0.06813589851516667,1
1995-06-14,0.07310704392100685,0.005217091124250645,0.07180277113994418,0.07441131670206952,0.06282163615903763,1
