date,1,-1,0,pnl_no_fees,signal,pnl,pnl_pct,pnl_no_fees_pct,long_pnl_pct,short_pnl_pct
2006-05-31,-900.0110503956016,-5805.314393391381,0,2452.6516714978898,0,0.0,0.0,0.1226325835748945,-0.04500055251978008,-0.29026571966956904
2006-06-28,-260.5602102276375,-6444.765233559345,0,3092.102511665854,0,0.0,0.0,0.15460512558329267,-0.013028010511381876,-0.32223826167796726
2006-07-26,-5205.795427530675,-1499.5300162563058,0,-1853.1327056371847,0,0.0,0.0,-0.09265663528185923,-0.26028977137653375,-0.07497650081281529
2006-08-23,-4167.064179932624,-2538.2612638543587,0,-814.4014580391328,0,0.0,0.0,-0.04072007290195664,-0.2083532089966312,-0.12691306319271795
2006-09-20,-511.80018316986434,-6193.525260617111,0,2840.8625387236234,0,0.0,0.0,0.14204312693618115,-0.025590009158493215,-0.3096762630308555
2006-10-18,-3777.4979244387214,-2927.827519348261,0,-424.83520254523035,0,0.0,0.0,-0.02124176012726152,-0.18887489622193607,-0.14639137596741303
2006-11-15,-3971.22855043728,-2734.0968933497024,0,-618.5658285437886,0,0.0,0.0,-0.03092829142718943,-0.19856142752186398,-0.13670484466748514
2006-12-13,-2265.029673410837,-4440.2957703761385,0,1087.6330484826508,0,0.0,0.0,0.05438165242413254,-0.11325148367054184,-0.22201478851880693
2007-01-10,-3001.7204082081885,-3703.605035578794,0,350.9423136853028,0,0.0,0.0,0.01754711568426514,-0.15008602041040944,-0.18518025177893968
2007-02-07,-2539.61174866362,-4165.713695123362,0,813.0509732298714,0,0.0,0.0,0.040652548661493565,-0.126980587433181,-0.2082856847561681
2007-03-07,-5724.665371102319,-980.660072684655,0,-2372.002649208832,0,0.0,0.0,-0.11860013246044158,-0.286233268555116,-0.04903300363423275
2007-04-04,-3075.2065358831496,-3630.118907903826,0,277.45618601033823,0,0.0,0.0,0.013872809300516912,-0.15376032679415746,-0.1815059453951913
2007-05-02,329.314760935481,-7034.6402047224565,0,3681.9774828289687,0,0.0,0.0,0.18409887414144843,0.01646573804677405,-0.3517320102361228
2007-05-30,-817.0543869024204,-5888.271056884561,0,2535.6083349910705,0,0.0,0.0,0.1267804167495535,-0.04085271934512102,-0.29441355284422804
2007-06-27,918.3494265220725,-7623.674870309055,0,4271.012148415563,0,0.0,0.0,0.21355060742077817,0.045917471326103625,-0.38118374351545276
2007-07-25,-3729.9296671515403,-2975.395776635442,0,-377.2669452580493,0,0.0,0.0,-0.018863347262902466,-0.18649648335757701,-0.1487697888317721
2007-08-22,10048.40669914483,-16753.73214293181,0,13401.069421038323,0,0.0,0.0,0.6700534710519161,0.5024203349572416,-0.8376866071465905
2007-09-19,-2887.1041495463323,-3818.22129424065,0,465.5585723471588,0,0.0,0.0,0.023277928617357942,-0.14435520747731662,-0.1909110647120325
2007-10-17,129.35568822372625,-6834.681132010708,0,3482.018410117217,0,0.0,0.0,0.17410092050586085,0.006467784411186312,-0.3417340566005354
2007-11-14,-1734.0285896792825,-4971.296854107699,0,1618.634132214208,0,0.0,0.0,0.0809317066107104,-0.08670142948396413,-0.24856484270538495
2007-12-12,-4867.67059710874,-1837.6548466782401,0,-1515.0078752152501,0,0.0,0.0,-0.07575039376076251,-0.24338352985543701,-0.091882742333912
2008-01-09,-11732.392146656384,5027.0667028694015,0,-8379.729424762894,0,0.0,0.0,-0.41898647123814475,-0.5866196073328193,0.2513533351434701
2008-02-06,184.83862538265066,-6890.164069169632,0,3537.501347276141,0,0.0,0.0,0.17687506736380706,0.009241931269132532,-0.3445082034584816
2008-03-05,-1281.1836524449093,-5424.141791342074,0,2071.479069448582,0,0.0,0.0,0.1035739534724291,-0.06405918262224546,-0.27120708956710365
2008-04-02,-5740.533469809682,-964.7919739773042,0,-2387.870747916189,0,0.0,0.0,-0.11939353739580945,-0.2870266734904841,-0.04823959869886522
2008-04-30,-387.2024849068239,-6318.1229588801625,0,2965.4602369866693,0,0.0,0.0,0.14827301184933347,-0.019360124245341195,-0.3159061479440081
2008-05-28,-6103.401403626323,-601.9240401606594,0,-2750.738681732832,0,0.0,0.0,-0.13753693408664158,-0.3051700701813162,-0.03009620200803297
2008-06-25,2652.5423188725226,-9357.867762659505,0,6005.205040766014,0,0.0,0.0,0.3002602520383007,0.1326271159436261,-0.46789338813297526
2008-07-23,-446.01994716917125,-6259.3054966178115,0,2906.6427747243197,0,0.0,0.0,0.14533213873621598,-0.02230099735845856,-0.3129652748308906
2008-08-20,-11878.609600867581,5173.284157080599,0,-8525.94687897409,0,0.0,0.0,-0.4262973439487045,-0.5939304800433791,0.25866420785402994
2008-09-17,14995.472188562457,-21700.79763234944,0,18348.134910455952,0,0.0,0.0,0.9174067455227976,0.7497736094281229,-1.085039881617472
2008-10-15,-12765.544010634396,6060.218566847415,0,-9412.881288740906,0,0.0,0.0,-0.4706440644370453,-0.6382772005317199,0.3030109283423707
2008-11-12,-3986.449643340041,-2718.8758004469414,0,-633.7869214465497,0,0.0,0.0,-0.031689346072327484,-0.19932248216700205,-0.13594379002234708
2008-12-10,-9682.97909960374,2977.65365581676,0,-6330.316377710251,0,0.0,0.0,-0.31651581888551256,-0.48414895498018706,0.148882682790838
2009-01-07,-5264.278631935082,-1441.0468118519002,0,-1911.6159100415907,0,0.0,0.0,-0.09558079550207954,-0.26321393159675405,-0.07205234059259501
2009-02-04,-4776.319821000319,-1929.0056227866637,0,-1423.657099106828,0,0.0,0.0,-0.0711828549553414,-0.23881599105001597,-0.09645028113933318
2009-03-04,568.7406342356508,-7274.0660780226335,0,3921.403356129142,0,0.0,0.0,0.1960701678064571,0.02843703171178254,-0.36370330390113165
2009-04-01,-4291.953475089683,-2413.3719686972995,0,-939.2907531961916,0,0.0,0.0,-0.04696453765980958,-0.21459767375448413,-0.12066859843486498
2009-04-29,-2494.248384611443,-4211.07705917554,0,858.4143372820483,0,0.0,0.0,0.04292071686410242,-0.12471241923057214,-0.210553852958777
2009-05-27,-4580.631175165903,-2124.6942686210796,0,-1227.968453272412,0,0.0,0.0,-0.0613984226636206,-0.22903155875829517,-0.10623471343105398
2009-06-24,-3188.6347437779727,-3516.69070000901,0,164.02797811551875,0,0.0,0.0,0.008201398905775937,-0.15943173718889864,-0.17583453500045051
2009-07-22,-3239.2639726235566,-3466.061471163426,0,113.39874926993457,1,-3239.2639726235566,-0.16196319863117783,0.005669937463496728,-0.16196319863117783,-0.17330307355817132
2009-08-19,-3090.7940640454476,-3614.5313797415347,0,261.86865784804354,1,-3090.7940640454476,-0.1545397032022724,0.013093432892402177,-0.1545397032022724,-0.18072656898707673
2009-09-16,-2169.4075625181567,-4535.917881268825,0,1183.2551593753342,1,-2169.4075625181567,-0.10847037812590783,0.05916275796876671,-0.10847037812590783,-0.22679589406344125
2009-10-14,-3003.4652868437906,-3701.860156943192,0,349.1974350497004,1,-3003.4652868437906,-0.15017326434218953,0.01745987175248502,-0.15017326434218953,-0.1850930078471596
2009-11-11,-3682.4717135490096,-3022.853730237973,0,-329.8089916555182,0,0.0,0.0,-0.016490449582775908,-0.18412358567745046,-0.15114268651189863
2009-12-09,-2983.508664834466,-3721.8167789525164,0,369.1540570590254,1,-2983.508664834466,-0.14917543324172328,0.018457702852951268,-0.14917543324172328,-0.18609083894762582
2010-01-06,-2509.5408364273826,-4195.7846073596,0,843.1218854661086,1,-2509.5408364273826,-0.12547704182136912,0.042156094273305425,-0.12547704182136912,-0.20978923036798
2010-02-03,-4524.793215682152,-2180.532228104831,0,-1172.1304937886603,0,0.0,0.0,-0.05860652468943301,-0.22623966078410757,-0.10902661140524154
2010-03-03,-3764.921044323006,-2940.404399463977,0,-412.2583224295146,1,-3764.921044323006,-0.18824605221615032,-0.02061291612147573,-0.18824605221615032,-0.14702021997319883
2010-03-31,-2181.465052782527,-4523.860391004456,0,1171.1976691109644,1,-2181.465052782527,-0.10907325263912636,0.05855988345554822,-0.10907325263912636,-0.22619301955022278
2010-04-28,-3061.5939791790747,-3643.731464607908,0,291.06874271441677,1,-3061.5939791790747,-0.15307969895895374,0.014553437135720838,-0.15307969895895374,-0.18218657323039542
2010-05-26,-4449.292439518382,-2256.0330042686,0,-1096.629717624891,1,-4449.292439518382,-0.2224646219759191,-0.054831485881244556,-0.2224646219759191,-0.11280165021343
2010-06-23,-3286.6106113686023,-3418.7148324183795,0,66.05211052488852,1,-3286.6106113686023,-0.1643305305684301,0.003302605526244426,-0.1643305305684301,-0.17093574162091896
2010-07-21,-3940.7591036833555,-2764.566340103627,0,-588.096381789864,1,-3940.7591036833555,-0.19703795518416778,-0.0294048190894932,-0.19703795518416778,-0.13822831700518137
2010-08-18,-3585.956352391301,-3119.3690913956816,0,-233.29363049780977,1,-3585.956352391301,-0.17929781761956506,-0.01166468152489049,-0.17929781761956506,-0.1559684545697841
2010-09-15,-2636.324794990255,-4069.0006487967275,0,716.3379269032362,1,-2636.324794990255,-0.13181623974951276,0.03581689634516181,-0.13181623974951276,-0.2034500324398364
2010-10-13,-3393.5843188055983,-3311.7411249813845,0,-40.92159691210685,1,-3393.5843188055983,-0.1696792159402799,-0.0020460798456053424,-0.1696792159402799,-0.16558705624906922
2010-11-10,-3040.1542762184254,-3665.1711675685574,0,312.50844567506584,1,-3040.1542762184254,-0.15200771381092126,0.01562542228375329,-0.15200771381092126,-0.18325855837842786
2010-12-08,-2158.9366516334226,-4546.388792153561,0,1193.7260702600688,1,-2158.9366516334226,-0.10794683258167113,0.05968630351300344,-0.10794683258167113,-0.22731943960767803
2011-01-05,-2472.6618577907616,-4232.663585996221,0,880.0008641027299,1,-2472.6618577907616,-0.12363309288953808,0.0440000432051365,-0.12363309288953808,-0.21163317929981104
2011-02-02,-3951.6511381408322,-2753.67430564615,0,-598.9884162473411,1,-3951.6511381408322,-0.1975825569070416,-0.029949420812367053,-0.1975825569070416,-0.1376837152823075
2011-03-02,-2861.0747154620917,-3844.250728324891,0,491.58800643139955,1,-2861.0747154620917,-0.1430537357731046,0.024579400321569977,-0.1430537357731046,-0.19221253641624456
2011-03-30,-1611.685727457414,-5093.639716329568,0,1740.976994436077,1,-1611.685727457414,-0.0805842863728707,0.08704884972180384,-0.0805842863728707,-0.2546819858164784
2011-04-27,-3215.354873625694,-3489.970570161289,0,137.30784826779728,1,-3215.354873625694,-0.16076774368128469,0.0068653924133898645,-0.16076774368128469,-0.17449852850806447
2011-05-25,-3541.2685585185495,-3164.0568852684332,0,-188.60583662505832,1,-3541.2685585185495,-0.17706342792592747,-0.009430291831252916,-0.17706342792592747,-0.15820284426342165
2011-06-22,-2654.4279333060226,-4050.89751048096,0,698.2347885874686,1,-2654.4279333060226,-0.13272139666530114,0.03491173942937343,-0.13272139666530114,-0.20254487552404798
2011-07-20,-2780.747777972122,-3924.5776658148607,0,571.9149439213694,1,-2780.747777972122,-0.1390373888986061,0.02859574719606847,-0.1390373888986061,-0.19622888329074306
2011-08-17,-4255.056241081591,-2450.2692027053918,0,-902.3935191880997,1,-4255.056241081591,-0.21275281205407956,-0.045119675959404984,-0.21275281205407956,-0.12251346013526959
2011-09-14,-3743.112576890225,-2962.212866896758,0,-390.4498549967336,1,-3743.112576890225,-0.18715562884451123,-0.01952249274983668,-0.18715562884451123,-0.14811064334483792
2011-10-12,-3239.345704546427,-3465.9797392405553,0,113.31701734706422,1,-3239.345704546427,-0.16196728522732134,0.005665850867353212,-0.16196728522732134,-0.17329898696202775
2011-11-09,-2948.6251681539748,-3756.700275633008,0,404.03755373951674,1,-2948.6251681539748,-0.14743125840769875,0.020201877686975837,-0.14743125840769875,-0.1878350137816504
2011-12-07,-3219.061042172236,-3486.264401614747,0,133.60167972125535,0,0.0,0.0,0.006680083986062768,-0.1609530521086118,-0.17431322008073735
2012-01-04,-3008.9930180628385,-3696.332425724144,0,343.6697038306528,1,-3008.9930180628385,-0.1504496509031419,0.01718348519153264,-0.1504496509031419,-0.1848166212862072
2012-02-01,-3760.7556364496468,-2944.569807337336,0,-408.0929145561554,0,0.0,0.0,-0.020404645727807768,-0.18803778182248232,-0.1472284903668668
2012-02-29,-2857.3776890585923,-3847.9477547283905,0,495.2850328348991,0,0.0,0.0,0.024764251641744957,-0.1428688844529296,-0.19239738773641954
2012-03-28,-3172.5992573257754,-3532.726186461207,0,180.0634645677157,0,0.0,0.0,0.009003173228385786,-0.15862996286628878,-0.17663630932306035
2012-04-25,-3002.5816734306172,-3702.7437703563655,0,350.08104846287404,1,-3002.5816734306172,-0.15012908367153086,0.0175040524231437,-0.15012908367153086,-0.1851371885178183
2012-05-23,-2937.874179205969,-3767.4512645810137,0,414.7885426875224,0,0.0,0.0,0.020739427134376123,-0.14689370896029844,-0.1883725632290507
2012-06-20,-3058.7102513723858,-3646.6151924145965,0,293.95247052110545,0,0.0,0.0,0.014697623526055272,-0.1529355125686193,-0.18233075962072984
2012-07-18,-3396.876529701794,-3308.448914085189,0,-44.21380780830259,0,0.0,0.0,-0.0022106903904151294,-0.1698438264850897,-0.16542244570425946
2012-08-15,-3262.2138447941174,-3443.1115989928653,0,90.44887709937399,0,0.0,0.0,0.004522443854968699,-0.16311069223970587,-0.17215557994964326
2012-09-12,-3790.807476350136,-2914.517967436847,0,-438.1447544566447,0,0.0,0.0,-0.021907237722832238,-0.1895403738175068,-0.14572589837184233
2012-10-10,-3455.4164672361235,-3249.9089765508593,0,-102.75374534263202,0,0.0,0.0,-0.005137687267131601,-0.17277082336180616,-0.16249544882754297
2012-11-07,-3669.807224570407,-3035.5182192165753,0,-317.14450267691586,0,0.0,0.0,-0.015857225133845795,-0.18349036122852033,-0.15177591096082876
2012-12-05,-3304.9488756690357,-3400.376568117947,0,47.71384622445569,0,0.0,0.0,0.0023856923112227845,-0.16524744378345177,-0.17001882840589735
2013-01-02,-3179.8725958144046,-3525.452847972578,0,172.7901260790869,0,0.0,0.0,0.008639506303954344,-0.15899362979072024,-0.17627264239862891
2013-01-30,-2848.468556542426,-3856.8568872445567,0,504.1941653510653,0,0.0,0.0,0.025209708267553265,-0.1424234278271213,-0.19284284436222782
2013-02-27,-3528.179553084511,-3177.145890702471,0,-175.51683119102015,0,0.0,0.0,-0.008775841559551007,-0.17640897765422553,-0.15885729453512357
2013-03-27,-3170.9763665483306,-3534.349077238652,0,181.68635534516062,0,0.0,0.0,0.009084317767258031,-0.15854881832741652,-0.17671745386193263
2013-04-24,-2707.534716710951,-3997.7907270760315,0,645.1280051825402,1,-2707.534716710951,-0.13537673583554755,0.03225640025912701,-0.13537673583554755,-0.19988953635380158
2013-05-22,-3166.819848487743,-3538.5055952992393,0,185.84287340574815,0,0.0,0.0,0.009292143670287406,-0.15834099242438712,-0.17692527976496197
2013-06-19,-3022.692306497866,-3682.6331372891163,0,329.9704153956252,1,-3022.692306497866,-0.1511346153248933,0.01649852076978126,-0.1511346153248933,-0.18413165686445582
2013-07-17,-2990.195938428327,-3715.129505358656,0,362.46678346516455,1,-2990.195938428327,-0.14950979692141633,0.01812333917325823,-0.14950979692141633,-0.18575647526793282
2013-08-14,-3372.6489788654826,-3332.6764649215,0,-19.986256971991054,1,-3372.6489788654826,-0.16863244894327412,-0.0009993128485995526,-0.16863244894327412,-0.166633823246075
2013-09-11,-2652.7610930200212,-4052.5643507669615,0,699.9016288734703,1,-2652.7610930200212,-0.13263805465100106,0.03499508144367352,-0.13263805465100106,-0.2026282175383481
2013-10-09,-4841.658493722594,-1863.6669500643877,0,-1488.9957718291034,1,-4841.658493722594,-0.24208292468612974,-0.07444978859145518,-0.24208292468612974,-0.09318334750321938
2013-11-06,-5109.66140750727,-1595.6640362797127,0,-1756.9986856137791,0,0.0,0.0,-0.08784993428068896,-0.2554830703753635,-0.07978320181398564
2013-12-04,-2684.5565224898737,-4020.768921297109,0,668.1061994036178,1,-2684.5565224898737,-0.13422782612449366,0.03340530997018089,-0.13422782612449366,-0.20103844606485544
2014-01-01,-2795.317526761157,-3910.007917025826,0,557.3451951323345,1,-2795.317526761157,-0.13976587633805784,0.02786725975661673,-0.13976587633805784,-0.1955003958512913
2014-01-29,-2530.9557621851663,-4174.369681601816,0,821.7069597083248,1,-2530.9557621851663,-0.12654778810925832,0.04108534798541624,-0.12654778810925832,-0.20871848408009083
2014-02-26,-3203.527312921319,-3501.7981308656636,0,149.135408972172,1,-3203.527312921319,-0.16017636564606597,0.0074567704486086005,-0.16017636564606597,-0.17508990654328316
2014-03-26,-2910.0553531352557,-3795.270090651727,0,442.60736875823557,1,-2910.0553531352557,-0.1455027676567628,0.022130368437911777,-0.1455027676567628,-0.18976350453258634
2014-04-23,-2795.7220799441216,-3909.603363842861,0,556.9406419493698,1,-2795.7220799441216,-0.1397861039972061,0.027847032097468492,-0.1397861039972061,-0.19548016819214306
2014-05-21,-3784.1531666279075,-2921.1722771590753,0,-431.4904447344162,1,-3784.1531666279075,-0.18920765833139536,-0.021574522236720812,-0.18920765833139536,-0.14605861385795374
2014-06-18,-2779.8698142504095,-3925.4556295365733,0,572.7929076430818,1,-2779.8698142504095,-0.13899349071252046,0.028639645382154088,-0.13899349071252046,-0.19627278147682867
2014-07-16,-2834.8787584064594,-3870.4466853805234,0,517.783963487032,1,-2834.8787584064594,-0.14174393792032297,0.0258891981743516,-0.14174393792032297,-0.19352233426902618
2014-08-13,-3666.011304568116,-3039.314139218867,0,-313.34858267462477,1,-3666.011304568116,-0.1833005652284058,-0.015667429133731238,-0.1833005652284058,-0.15196570696094336
2014-09-10,-2595.7451045276825,-4109.580339259301,0,756.9176173658088,1,-2595.7451045276825,-0.12978725522638412,0.037845880868290445,-0.12978725522638412,-0.20547901696296503
2014-10-08,-3128.617513279685,-3576.7079305072975,0,224.04520861380604,1,-3128.617513279685,-0.15643087566398428,0.011202260430690301,-0.15643087566398428,-0.17883539652536487
2014-11-05,-3448.2095442802943,-3257.1158995066885,0,-95.54682238680306,1,-3448.2095442802943,-0.1724104772140147,-0.004777341119340152,-0.1724104772140147,-0.16285579497533442
2014-12-03,-2548.46999337485,-4156.855450412133,0,804.1927285186412,1,-2548.46999337485,-0.12742349966874253,0.040209636425932054,-0.12742349966874253,-0.20784277252060665
2014-12-31,-2536.8661275659374,-4168.459316221046,0,815.7965943275541,0,0.0,0.0,0.0407898297163777,-0.12684330637829686,-0.2084229658110523
