date,1,-1,0,signal,pnl,pnl_pct,long_pnl_pct,short_pnl_pct
2001-08-29,-6441.83143120756,-712.0147226385911,0,1,-6441.83143120756,-0.322091571560378,-0.322091571560378,-0.03560073613192956
2001-09-26,-43541.745397751976,36387.89924390583,0,1,-43541.745397751976,-2.1770872698875987,-2.1770872698875987,1.8193949621952914
2001-10-24,-9704.986360829711,2551.1402069835594,0,1,-9704.986360829711,-0.4852493180414856,-0.4852493180414856,0.12755701034917796
2001-11-21,-6698.548768817997,-455.29738502815326,0,1,-6698.548768817997,-0.3349274384408999,-0.3349274384408999,-0.022764869251407662
2001-12-19,-13290.281085015351,6136.434931169198,0,1,-13290.281085015351,-0.6645140542507676,-0.6645140542507676,0.3068217465584599
2002-01-16,-10019.536053062344,2865.6898992161878,0,1,-10019.536053062344,-0.5009768026531172,-0.5009768026531172,0.1432844949608094
2002-02-13,5392.2310208977515,-12546.077174743907,0,1,5392.2310208977515,0.2696115510448876,0.2696115510448876,-0.6273038587371954
2002-03-13,573.0202507211648,-7726.8664045673195,0,1,573.0202507211648,0.02865101253605824,0.02865101253605824,-0.3863433202283659
2002-04-10,-9145.77475667273,1991.9286028265751,0,1,-9145.77475667273,-0.45728873783363655,-0.45728873783363655,0.09959643014132877
2002-05-08,-9204.10010675258,2050.2539529064243,0,1,-9204.10010675258,-0.460205005337629,-0.460205005337629,0.10251269764532121
2002-06-05,-5729.081871361554,-1424.7642824846012,0,1,-5729.081871361554,-0.28645409356807766,-0.28645409356807766,-0.07123821412423005
2002-07-03,-10518.181865541595,3364.335711695442,0,1,-10518.181865541595,-0.5259090932770798,-0.5259090932770798,0.1682167855847721
2002-07-31,-4148.335919925692,-3005.510233920463,0,1,-4148.335919925692,-0.2074167959962846,-0.2074167959962846,-0.15027551169602316
2002-08-28,-2787.0539877713345,-4366.79216607482,0,1,-2787.0539877713345,-0.13935269938856673,-0.13935269938856673,-0.218339608303741
2002-09-25,-4472.899373821734,-2680.9467800244206,0,1,-4472.899373821734,-0.22364496869108672,-0.22364496869108672,-0.13404733900122104
2002-10-23,253.65496189880923,-7407.5011157449635,0,1,253.65496189880923,0.012682748094940462,0.012682748094940462,-0.37037505578724816
2002-11-20,-20943.06509606151,13789.218942215353,0,1,-20943.06509606151,-1.0471532548030755,-1.0471532548030755,0.6894609471107677
2002-12-18,-3750.5425616195002,-3403.3035922266545,0,1,-3750.5425616195002,-0.187527128080975,-0.187527128080975,-0.1701651796113327
2003-01-15,-4359.07088921723,-2794.7752646289255,0,1,-4359.07088921723,-0.2179535444608615,-0.2179535444608615,-0.13973876323144627
2003-02-12,-4516.58832651192,-2637.257827334234,0,1,-4516.58832651192,-0.22582941632559603,-0.22582941632559603,-0.1318628913667117
2003-03-12,-6743.380728882159,-410.46542496399616,0,1,-6743.380728882159,-0.33716903644410795,-0.33716903644410795,-0.02052327124819981
2003-04-09,330.6770273152006,-7484.523181161355,0,1,330.6770273152006,0.01653385136576003,0.01653385136576003,-0.3742261590580677
2003-05-07,-1867.7644994641132,-5286.081654382042,0,1,-1867.7644994641132,-0.09338822497320566,-0.09338822497320566,-0.2643040827191021
2003-06-04,-7139.766663583557,-14.079490262598028,0,1,-7139.766663583557,-0.35698833317917783,-0.35698833317917783,-0.0007039745131299014
2003-07-02,-5873.884035824553,-1279.9621180216016,0,1,-5873.884035824553,-0.2936942017912277,-0.2936942017912277,-0.06399810590108007
2003-07-30,-693.2702914280981,-6460.575862418056,0,1,-693.2702914280981,-0.0346635145714049,-0.0346635145714049,-0.32302879312090277
2003-08-27,-1207.27148329765,-5946.574670548505,0,1,-1207.27148329765,-0.06036357416488251,-0.06036357416488251,-0.2973287335274253
2003-09-24,-5053.3913578320335,-2100.454796014121,0,1,-5053.3913578320335,-0.25266956789160167,-0.25266956789160167,-0.10502273980070605
2003-10-22,-3504.733988090944,-3649.112165755211,0,1,-3504.733988090944,-0.1752366994045472,-0.1752366994045472,-0.18245560828776056
2003-11-19,-3888.8435341092572,-3265.0026197368975,0,1,-3888.8435341092572,-0.19444217670546285,-0.19444217670546285,-0.16325013098684488
2003-12-17,-5617.74539461705,-1536.1007592291048,0,1,-5617.74539461705,-0.2808872697308525,-0.2808872697308525,-0.07680503796145524
2004-01-14,-5432.799636294783,-1721.0465175513718,0,1,-5432.799636294783,-0.2716399818147392,-0.2716399818147392,-0.0860523258775686
2004-02-11,-2150.6249697886524,-5003.221184057503,0,1,-2150.6249697886524,-0.10753124848943262,-0.10753124848943262,-0.2501610592028751
2004-03-10,-3460.2915214916843,-3693.5546323544704,0,1,-3460.2915214916843,-0.1730145760745842,-0.1730145760745842,-0.18467773161772352
2004-04-07,-1896.3158788089095,-5257.530275037245,0,1,-1896.3158788089095,-0.09481579394044547,-0.09481579394044547,-0.2628765137518622
2004-05-05,350.098931461489,-7503.945085307644,0,1,350.098931461489,0.01750494657307445,0.01750494657307445,-0.3751972542653822
2004-06-02,4177.775150548995,-11331.62130439515,0,1,4177.775150548995,0.20888875752744976,0.20888875752744976,-0.5665810652197575
2004-06-30,-507.0256781969588,-6646.820475649196,0,1,-507.0256781969588,-0.02535128390984794,-0.02535128390984794,-0.3323410237824598
2004-07-28,-5943.8562138203415,-1209.9899400258137,0,0,0.0,0.0,-0.29719281069101705,-0.06049949700129068
2004-08-25,-8602.647624827314,1448.8014709811587,0,0,0.0,0.0,-0.43013238124136566,0.07244007354905795
2004-09-22,-2395.6239202613347,-4758.22223358482,0,0,0.0,0.0,-0.11978119601306673,-0.237911111679241
2004-10-20,-3743.1512536072373,-3410.6949002389174,0,0,0.0,0.0,-0.18715756268036188,-0.17053474501194588
2004-11-17,3986.992724016094,-11140.83887786225,0,0,0.0,0.0,0.1993496362008047,-0.5570419438931125
2004-12-15,-3310.1708001608263,-3843.6753536853284,0,0,0.0,0.0,-0.1655085400080413,-0.19218376768426643
2005-01-12,-3071.7409456348378,-4082.105208211317,0,0,0.0,0.0,-0.15358704728174188,-0.20410526041056584
2005-02-09,-5398.071152852539,-1755.7750009936155,0,0,0.0,0.0,-0.2699035576426269,-0.08778875004968077
2005-03-09,1464.3820167061067,-8618.228170552258,0,0,0.0,0.0,0.07321910083530533,-0.4309114085276129
2005-04-06,-7271.94668800486,118.1005341587097,0,0,0.0,0.0,-0.363597334400243,0.005905026707935485
2005-05-04,-8157.260223595018,1003.4140697488674,0,0,0.0,0.0,-0.4078630111797509,0.050170703487443374
2005-06-01,-11509.383505681468,4355.537351835316,0,0,0.0,0.0,-0.5754691752840734,0.21777686759176582
2005-06-29,700.1875482529258,-7854.033702099076,0,0,0.0,0.0,0.035009377412646286,-0.39270168510495385
2005-07-27,4936.363272420093,-12090.209426266243,0,0,0.0,0.0,0.24681816362100467,-0.6045104713133121
2005-08-24,-4291.742590907826,-2862.1035629383255,0,0,0.0,0.0,-0.21458712954539128,-0.14310517814691626
2005-09-21,-11466.392745093912,4312.546591247762,0,0,0.0,0.0,-0.5733196372546956,0.2156273295623881
2005-10-19,549.4369384089173,-7703.283092255068,0,0,0.0,0.0,0.027471846920445863,-0.38516415461275344
2005-11-16,-5217.596414169448,-1936.249739676703,0,0,0.0,0.0,-0.2608798207084724,-0.09681248698383514
2005-12-14,-11046.815926917949,3892.969773071799,0,0,0.0,0.0,-0.5523407963458975,0.19464848865358994
2006-01-11,-4168.975236474745,-2984.8709173714064,0,-1,-2984.8709173714064,-0.14924354586857033,-0.20844876182373723,-0.14924354586857033
2006-02-08,1472.73223222056,-8626.57838606671,0,0,0.0,0.0,0.073636611611028,-0.43132891930333556
2006-03-08,-4234.508565259953,-2919.3375885861983,0,-1,-2919.3375885861983,-0.14596687942930991,-0.21172542826299764,-0.14596687942930991
2006-04-05,-5448.221154108224,-1705.624999737927,0,-1,-1705.624999737927,-0.08528124998689635,-0.27241105770541124,-0.08528124998689635
2006-05-03,-117.37849401022322,-7036.467659835936,0,0,0.0,0.0,-0.005868924700511161,-0.3518233829917968
2006-05-31,-5522.200619285564,-1631.6455345605937,0,0,0.0,0.0,-0.2761100309642782,-0.08158227672802969
2006-06-28,-43.385115683419826,-7110.461038162739,0,0,0.0,0.0,-0.0021692557841709913,-0.35552305190813693
2006-07-26,-13101.725903187358,5947.879749341199,0,-1,5947.879749341199,0.29739398746706,-0.655086295159368,0.29739398746706
2006-08-23,-8028.085845312204,874.2396914660453,0,0,0.0,0.0,-0.4014042922656102,0.04371198457330227
