date,mean,std,low_thresh,high_thresh,fwd_curv,signal
2007-01-10,2.5621629574218524e-05,4.478466792521329e-05,4.801396353682517e-05,3.229295611611879e-06,-5.0755779110517236e-05,1
2007-02-07,2.4822543646730515e-05,4.5385454556358374e-05,4.75152709249097e-05,2.1298163685513282e-06,-4.9095831360802916e-05,1
2007-03-07,2.4273460818891092e-05,4.604896391641111e-05,4.7297942777096643e-05,1.248978860685537e-06,-5.815809113839423e-05,1
2007-04-04,2.3667103224993537e-05,4.640945769421486e-05,4.6871832072100964e-05,4.6237437788610713e-07,-3.4168848425546116e-05,1
2007-05-02,2.2874391186175322e-05,4.686278430614078e-05,4.630578333924571e-05,-5.570009668950667e-07,-4.356580220581248e-05,1
2007-05-30,2.1989141174115108e-05,4.7391934366689496e-05,4.568510835745985e-05,-1.70682600922964e-06,-5.0609754505079816e-05,1
2007-06-27,2.1384999470908296e-05,4.7596955692554326e-05,4.5183477317185455e-05,-2.4134783753688675e-06,-2.5083838827713484e-05,1
2007-07-25,2.085937806045418e-05,4.7573053138024234e-05,4.46459046294663e-05,-2.927148508557937e-06,-3.5417971645443114e-06,1
2007-08-22,2.0688211526133485e-05,4.7711334178549326e-05,4.454387861540815e-05,-3.167455563141178e-06,-2.606725912992506e-05,1
2007-09-19,2.0172641503569042e-05,4.789123327170138e-05,4.411825813941973e-05,-3.772975132281648e-06,-2.237953831360669e-05,1
2007-10-17,1.99546019089966e-05,4.797643140466117e-05,4.394281761132719e-05,-4.033613793333986e-06,-9.602731175997133e-06,1
2007-11-14,1.9665447981161717e-05,4.8210357308414404e-05,4.3770626635368916e-05,-4.439730673045485e-06,-3.346299672826348e-05,1
2007-12-12,1.87935615509526e-05,5.002421952614986e-05,4.380567131402753e-05,-6.218548212122332e-06,-0.00012641793472326247,1
2008-01-09,1.8008403557154807e-05,5.0649490868610545e-05,4.333314899146008e-05,-7.316341877150466e-06,-6.133551613240474e-05,1
2008-02-06,1.6694372275507164e-05,5.272743237876537e-05,4.305808846488985e-05,-9.669343913875522e-06,-0.00013060033538529427,1
