date,1,-1,0,pnl_no_fees,signal,pnl,pnl_pct,pnl_no_fees_pct,long_pnl_pct,short_pnl_pct
2001-08-29,7083.758168916186,-15233.564598810142,0,11158.661383863164,0,0.0,0.0,0.5579330691931582,0.35418790844580933,-0.761678229940507
2001-09-26,59104.2193496267,-67254.02577952066,0,63179.12256457369,0,0.0,0.0,3.1589561282286844,2.955210967481335,-3.362701288976033
2001-10-24,13346.825553033104,-21496.631982927065,0,17421.728767980087,0,0.0,0.0,0.8710864383990042,0.6673412776516553,-1.0748315991463533
2001-11-21,3285.2931306393975,-11435.09956053336,0,7360.196345586378,0,0.0,0.0,0.36800981727931886,0.16426465653196987,-0.571754978026668
2001-12-19,19846.55084537893,-27996.357275272887,0,23921.45406032591,0,0.0,0.0,1.1960727030162954,0.9923275422689465,-1.3998178637636443
2002-01-16,24590.975370115833,-32740.78180000979,0,28665.878585062812,0,0.0,0.0,1.4332939292531408,1.2295487685057918,-1.6370390900004894
2002-02-13,-4364.531484940977,-3785.274944952984,0,-289.6282699939966,0,0.0,0.0,-0.014481413499699829,-0.21822657424704886,-0.1892637472476492
2002-03-13,-1690.7431970442149,-6459.063232849744,0,2384.1600179027655,0,0.0,0.0,0.11920800089513828,-0.08453715985221073,-0.3229531616424872
2002-04-10,14982.611388174962,-23132.41781806892,0,19057.51460312194,0,0.0,0.0,0.9528757301560971,0.7491305694087481,-1.1566208909034459
2002-05-08,23617.690236498656,-31767.496666392613,0,27692.593451445635,0,0.0,0.0,1.3846296725722818,1.180884511824933,-1.5883748333196308
2002-06-05,14804.638570069394,-22954.44499996335,0,18879.541785016372,0,0.0,0.0,0.9439770892508186,0.7402319285034696,-1.1477222499981676
2002-07-03,28767.03087084447,-36916.837300738436,0,32841.93408579146,0,0.0,0.0,1.6420967042895729,1.4383515435422236,-1.8458418650369217
2002-07-31,19018.71355250009,-27168.51998239405,0,23093.616767447067,0,0.0,0.0,1.1546808383723535,0.9509356776250044,-1.3584259991197025
2002-08-28,777.1093880803755,-8926.915817974335,0,4852.012603027356,0,0.0,0.0,0.2426006301513678,0.03885546940401877,-0.4463457908987168
2002-09-25,9377.39840559665,-17527.204835490607,0,13452.301620543629,0,0.0,0.0,0.6726150810271815,0.4688699202798325,-0.8763602417745304
2002-10-23,-3095.0420378586787,-5054.76439203528,0,979.8611770883017,0,0.0,0.0,0.04899305885441508,-0.15475210189293395,-0.252738219601764
2002-11-20,25733.0620973186,-33882.86852721256,0,29807.96531226558,0,0.0,0.0,1.490398265613279,1.28665310486593,-1.6941434263606279
2002-12-18,10143.429558073367,-18293.235987967328,0,14218.332773020345,0,0.0,0.0,0.7109166386510173,0.5071714779036683,-0.9146617993983663
